direction,relation,relex_relcos,sentence,term1,term2
LATENT HYPERCORTISOLISM diagnosis DEXAMETHASONE,diagnosis,0.99654575824488,"The crucial points of the French consensus are: the usefulness of CT scanning evaluation of adrenal incidentalomas, the systematic screening for pheochromocytoma, the usefulness of the 1mg overnight DEXAMETHASONE test to screen for LATENT HYPERCORTISOLISM the difficulty to interpret mild biological abnormalities of the HPA axis, the consensus to remove surgically most of tumours greater than 4cm, the necessity to follow clinically glucorticoid tissular targets in the follow up of non operated benign adrenocortical incidentalomas.",LATENT HYPERCORTISOLISM,DEXAMETHASONE
BLADDER location BLADDER INJURY,location,1.0,Intraperitoneal rupture usually involves the bladder dome; it often occurs when the bladder is distended at the time of trauma and is the most common BLADDER INJURY in children because the BLADDER lies in the abdomen.,BLADDER,BLADDER INJURY
no_relation,location,0.508000508000762,Because histologically prominent MICROVASCULAR PROLIFERATION is frequently present in GLIOBLASTOMA MULTIFORME it has been hypothesized that this neoplasm is particularly dependent on neovascularization for its continued growth and that antiangiogenic therapy might be especially useful.,MICROVASCULAR PROLIFERATION,GLIOBLASTOMA MULTIFORME
MAGNESIUM DEFICIENCY diagnosis MAGNESIUM TOLERANCE TEST,diagnosis,0.987878339907213,"The diagnosis of MAGNESIUM DEFICIENCY is usually made by a low serum magnesium concentration, although the MAGNESIUM TOLERANCE TEST may be more indicative of low magnesium states.",MAGNESIUM DEFICIENCY,MAGNESIUM TOLERANCE TEST
VENOUS THROMBOSIS diagnosis THROMBOSED VEINS,diagnosis,0.43301270189221897,"In three patients THROMBOSED VEINS were documented by venography and in all five cases, the presence of VENOUS THROMBOSIS was substantiated by the clinical findings.",THROMBOSED VEINS,VENOUS THROMBOSIS
no_relation,location,0.304997140665209,"Affinity labelling with a 125I labelled photoactive derivative of TSH (HSAB TSH) was used to analyse TSH receptor size in the following specimens of human thyroid tissue: (1) COLD NODULES; (2) autonomous nodules; (3) papillary carcinoma; (4) MEDULLARY CARCINOMA; (5) metastasis of papillary carcinoma to lymph node; (6) anaplastic carcinoma, and (7) Graves' thyroid.",COLD NODULES,MEDULLARY CARCINOMA
SYPHILIS diagnosis TREPONEMA PALLIDUM,diagnosis,0.9237604307034007,The CAPTIA Syphilis G enzyme immunoassay for the detection of antibodies to TREPONEMA PALLIDUM was evaluated as a screening test for SYPHILIS in comparison with the standard rapid plasma reagin (RPR) test.,TREPONEMA PALLIDUM,SYPHILIS
LUNGS location LUNG CANCER,location,0.981980506061966,The distribution of ferruginous bodies in the LUNGS of ten LUNG CANCER patients with definite occupational history of asbestos exposure and the kind of core fibers in the center of the ferruginous bodies were evaluated.,LUNGS,LUNG CANCER
MICROCALCIFICATION diagnosis DCIS,diagnosis,0.37210420376762493,"If only these 139 'true negative' screens are analysed, similar associations are seen between microcalcification on previous films and subsequent finding of DCIS (P=0.03) and between MICROCALCIFICATION on previous films and high grade invasive ductal carcinomas (P=0.015.",MICROCALCIFICATION,DCIS
TENDONS location TENDON RUPTURE,location,0.762000762001143,Subsequent TENDON RUPTURE was minimal and even TENDONS found to be thinned out at the time of surgery remained intact.,TENDONS,TENDON RUPTURE
HISTOPLASMOSIS diagnosis HISTOPLASMIN,diagnosis,0.942809041582064,The second was composed of 15 cases of HISTOPLASMOSIS with strong HISTOPLASMIN skin tests.,HISTOPLASMOSIS,HISTOPLASMIN
TUBERCULOSIS diagnosis TUBERCULIN TESTING,diagnosis,0.9878291611472622,"In 1954, 70 of the 210 survey areas of the previous year were re surveyed in order to assess the trends in types and extent of tuberculosis and in reactions to TUBERCULIN TESTING during the year and to determine the TUBERCULOSIS incidence.",TUBERCULOSIS,TUBERCULIN TESTING
no_relation,location,0.3396831102433789,The authors investigated the role of somatic mutations of the NEUROFIBROMATOSIS TYPE 2 (NF2) gene in SPORADIC MENINGIOMA,SPORADIC MENINGIOMA,NEUROFIBROMATOSIS TYPE 2
BRAIN location SSPE BRAIN TISSUES,location,0.911684611677103,"Moreover, the formation of large nuclear inclusions filled with smooth filaments appears to be a characteristic process of SSPE, but not of measles, since this type of inclusion is invariably seen in SSPE BRAIN TISSUES BRAIN cultures derived from them, and CV 1 cells infected with SSPE viruses.",BRAIN,SSPE BRAIN TISSUES
no_relation,location,0.78086880944303,"However, madarosis may be the presenting sign of DLE in the absence of any history of preceding erythema and scarring and should therefore be considered in the differential diagnosis of chronic BLEPHARITIS that persists despite usual medical management and EYELID hygiene.",EYELID,BLEPHARITIS
SEGMENTAL BRONCHI location BRONCHIECTASIS,location,0.744208407535251,"Of the 101 SEGMENTAL BRONCHI showing bronchiectasis on bronchography, CT correctly identified BRONCHIECTASIS in 98 segments (97%.",SEGMENTAL BRONCHI,BRONCHIECTASIS
no_relation,location,0.8888888888888891,CIS is found in the CONTRALATERAL TESTIS in 5% of the patients with TESTICULAR GERM CELL CANCER,CONTRALATERAL TESTIS,TESTICULAR GERM CELL CANCER
ERECTILE DYSFUNCTION diagnosis INTRACORPOREAL PAPAVERINE,diagnosis,0.997458699830735,INTRACORPOREAL PAPAVERINE has been used as an out patient procedure to assess the ERECTILE DYSFUNCTION of 129 men.,ERECTILE DYSFUNCTION,INTRACORPOREAL PAPAVERINE
TUBERCULOSIS diagnosis TUBERCULIN,diagnosis,0.9760921603577252,"Current diagnostic tests for tuberculosis based on TUBERCULIN have poor specificity, and both BCG vaccination and exposure to non TUBERCULOSIS mycobacteria produce a response similar to that induced by infection with Mycobacterium tuberculosis.",TUBERCULOSIS,TUBERCULIN
BONE CELLS location OSTEOPOROSIS,location,0.7947194142390258,"Interleukin 6 (IL 6) is an attractive candidate gene for osteoporosis susceptibility, because it has effects on BONE CELLS and has been implicated in the pathogenesis of OSTEOPOROSIS",BONE CELLS,OSTEOPOROSIS
ANTIGENIC PROPERTIES OF SKIN diagnosis SKIN SPECIFIC PEMPHIGUS VULGARIS,diagnosis,0.6454972243679029,The possibility that the distribution of skin lesions in some cutaneous diseases is due to variations in the ANTIGENIC PROPERTIES OF SKIN was investigated by mapping the expression of the SKIN SPECIFIC PEMPHIGUS VULGARIS and bullous pemphigoid antigens in different regions of the body.,ANTIGENIC PROPERTIES OF SKIN,SKIN SPECIFIC PEMPHIGUS VULGARIS
MALIGNANT HYPERTHERMIA SYNDROME diagnosis HALOTHANE,diagnosis,0.997054485501582,"At the end of the growth period, when the pigs were challenged with HALOTHANE to detect the MALIGNANT HYPERTHERMIA SYNDROME 3 pigs were found to be susceptible.",MALIGNANT HYPERTHERMIA SYNDROME,HALOTHANE
JOINTS location ARTHRITIS,location,0.940720868383597,"Among them, the most common include ARTHRITIS of the large and medium sized JOINTS in FMF and CINCA, arthralgia in HIDS, and myalgia or pseudo fasciitis in TRAPS.",JOINTS,ARTHRITIS
CERVIX location CERVICAL INTRAEPITHELIAL NEOPLASIA (CIN I),location,0.8846517369293829,"Altogether, 1924 women were studied: 42.8% with a normal CERVIX 16.2% with CERVICAL INTRAEPITHELIAL NEOPLASIA (CIN I), 12.7% with CIN II, 20.8% with CIN III, and 7.6% with invasive cervical cancer (ICC.",CERVIX,CERVICAL INTRAEPITHELIAL NEOPLASIA (CIN I)
no_relation,diagnosis,0.42857142857142894,"Recent studies indicate, however, that the prevalence and, to a lesser extent, the intensity of DENTAL FLUOROSIS have increased in schoolchildren in both fluoridated and FLUORIDE DEFICIENT AREAS.",FLUORIDE DEFICIENT AREAS,DENTAL FLUOROSIS
no_relation,diagnosis,0.356034497458156,KTA7 was considered to be derived from large cell undifferentiated carcinoma with neuroendocrine differentiation (large cell neuroendocrine tumor) and thus may fine use in studies on the pathobiology of LARGE CELL TYPE NEUROENDOCRINE TUMORS since it expresses at the same time marker substances of NEUROENDOCRINE DIFFERENTIATION and the hCG alpha subunit.,NEUROENDOCRINE DIFFERENTIATION,LARGE CELL TYPE NEUROENDOCRINE TUMORS
CRANIAL NERVES location NEURO OPHTHALMOLOGIC AND CRANIAL NERVE DISORDERS,location,0.918558653543692,PERIPHERAL NERVOUS SYSTEM DISORDERS  INTRODUCTION  The peripheral nervous system refers to the CRANIAL NERVES (see  NEURO OPHTHALMOLOGIC AND CRANIAL NERVE DISORDERS and spinal nerves from their origin to their end.,CRANIAL NERVES,NEURO OPHTHALMOLOGIC AND CRANIAL NERVE DISORDERS
no_relation,location,0.676123403782813,Many similarities exist between cerebral ischemia and EPILEPSY regarding BRAIN-damaging and auto-protective mechanisms that are activated following the injurious insult,BRAIN,EPILEPSY
no_relation,location,0.7184212081071,"A diagnosis of CHRONIC EOSINOPHILIC LEUKAEMIA was made on the basis of myeloproliferative involvement of both peripheral blood and BONE MARROW, associated with eosinophilic differentiation and a t(5;12)(q33;p13) translocation",BONE MARROW,CHRONIC EOSINOPHILIC LEUKAEMIA
TEMPORAL LOBE location TEMPORAL LOBE EPILEPSY,location,0.8846517369293829,"In TEMPORAL LOBE EPILEPSY, excitatory amino acid receptors in the hippocampus and TEMPORAL LOBE may contribute to both increased excitability and vulnerability to excitotoxic damage",TEMPORAL LOBE,TEMPORAL LOBE EPILEPSY
LIVER location HEPATIC METASTASIS,location,0.956182887467515,A 45-year-old woman underwent a resection for a HEPATIC METASTASIS of the LIVER caused by a carcinoma of the colon,LIVER,HEPATIC METASTASIS
SPINAL CORD location NEUROMYELITIS OPTICA,diagnosis,0.452267016866645,"Recognizing that the patient's disease was localized only to the SPINAL CORD led to an eventual serological diagnosis of NEUROMYELITIS OPTICA (Devic's disease), a demyelinating syndrome that is now considered distinct from multiple sclerosis and that primarily affects the spinal cord and optic nerves",SPINAL CORD,NEUROMYELITIS OPTICA
BRAINS location SENILE DEMENTIA,location,0.919145030018058,Blood vessels with amyloid angiopathy and senile plaques in the cortices of the BRAINS with Alzheimer's disease and SENILE DEMENTIA were observed by means of a scanning electron microscope,BRAINS,SENILE DEMENTIA
PANCREAS location PANCREATITIS,location,0.6488856845230501,"The changes in ductal vascularity correlated with the severity of the histological changes to the PANCREAS and may, thus, in part explain the progress of PANCREATITIS",PANCREAS,PANCREATITIS
no_relation,location,0.557086014531156,Urokinase versus TISSUE PLASMINOGEN ACTIVATOR in PULMONARY EMBOLISM,PULMONARY EMBOLISM,TISSUE PLASMINOGEN ACTIVATOR
no_relation,diagnosis,0.609994281330419,"We tried to detect salivary cortisol level with drug loading test(DEXAMETHASONE for CUSHING SYNDROME, and ACTH for adrenal insufficiency) with time interval",CUSHING SYNDROME,DEXAMETHASONE
VASOSPASTIC ANGINA diagnosis ERGONOVINE,diagnosis,0.975900072948533,"These results suggest that the two provocative tests for coronary spasm that involve acetylcholine and ERGONOVINE are clinically useful in the diagnosis of VASOSPASTIC ANGINA, but testing with intracoronary ergonovine is needed when a spontaneous focal coronary spasm is relieved by the intracoronary injection of acetylcholine",VASOSPASTIC ANGINA,ERGONOVINE
BONE location OSTEOPOROSIS,location,0.7453559925,The aim of this paper is to present the current state of knowledge on the biochemical markers of BONE turnover and their place at diagnosis and treatment of OSTEOPOROSIS,BONE,OSTEOPOROSIS
CONTROLLED TRIAL OF NORFLOXACIN AND AMOXYCILLIN IN treats TREATMENT OF UNCOMPLICATED URINARY TRACT INFECTION IN THE ELDERLY,diagnosis,0.4866642634,"Hill S, Yeates M, Pathy J et al. A CONTROLLED TRIAL OF NORFLOXACIN AND AMOXYCILLIN IN the TREATMENT OF UNCOMPLICATED URINARY TRACT INFECTION IN THE ELDERLY.",TREATMENT OF UNCOMPLICATED URINARY TRACT INFECTION IN THE ELDERLY,CONTROLLED TRIAL OF NORFLOXACIN AND AMOXYCILLIN IN
TUBERCULOSIS diagnose_by_test_or_drug N PURIFIED PROTEIN DERIVATIV,diagnosis,0.9615239476,"In contemporary skin tests for TUBERCULOSIS Koch's, or old, tuberculin has been replaced by tuberculiN PURIFIED PROTEIN DERIVATIVe.",TUBERCULOSIS,N PURIFIED PROTEIN DERIVATIV
DEPRESSION diagnose_by_test_or_drug DEXAMETHASONE,diagnosis,0.990147543,"The DEXAMETHASONE suppression test for the detection, diagnosis, and managemnt of DEPRESSION",DEPRESSION,DEXAMETHASONE
TESTES location SPERMATOGENIC ARREST,location,0.7844645406,Further analysis of abnormal expression in infertile male patients revealed complete absence of NYD SP16 in the TESTES of patients with Sertoli cell only syndrome and variable expression in patients with SPERMATOGENIC ARREST,TESTES,SPERMATOGENIC ARREST
