,direction,relation,relex_relcos,sentence,term1,term2
6150,BONE location OSTEOPOROSIS,location,0.7453559925,The aim of this paper is to present the current state of knowledge on the biochemical markers of BONE turnover and their place at diagnosis and treatment of OSTEOPOROSIS,BONE,OSTEOPOROSIS
6151,CONTROLLED TRIAL OF NORFLOXACIN AND AMOXYCILLIN IN diagnose_by_test_or_drug TREATMENT OF UNCOMPLICATED URINARY TRACT INFECTION IN THE ELDERLY,diagnosis,0.4866642634,"Hill S, Yeates M, Pathy J et al. A CONTROLLED TRIAL OF NORFLOXACIN AND AMOXYCILLIN IN the TREATMENT OF UNCOMPLICATED URINARY TRACT INFECTION IN THE ELDERLY.",TREATMENT OF UNCOMPLICATED URINARY TRACT INFECTION IN THE ELDERLY,CONTROLLED TRIAL OF NORFLOXACIN AND AMOXYCILLIN IN
6152,no_relation,diagnosis,0.4866642634,"Hill S, Yeates M, Pathy J et al. A CONTROLLED TRIAL OF NORFLOXACIN AND AMOXYCILLIN IN the TREATMENT OF UNCOMPLICATED URINARY TRACT INFECTION IN THE ELDERLY.",TREATMENT OF UNCOMPLICATED URINARY TRACT INFECTION IN THE ELDERLY,CONTROLLED TRIAL OF NORFLOXACIN AND AMOXYCILLIN IN
6153,TREATMENT OF UNCOMPLICATED URINARY TRACT INFECTION IN THE ELDERLY diagnose_by_test_or_drug CONTROLLED TRIAL OF NORFLOXACIN AND AMOXYCILLIN IN,diagnosis,0.4866642634,"Hill S, Yeates M, Pathy J et al. A CONTROLLED TRIAL OF NORFLOXACIN AND AMOXYCILLIN IN the TREATMENT OF UNCOMPLICATED URINARY TRACT INFECTION IN THE ELDERLY.",TREATMENT OF UNCOMPLICATED URINARY TRACT INFECTION IN THE ELDERLY,CONTROLLED TRIAL OF NORFLOXACIN AND AMOXYCILLIN IN
6154,TREATMENT OF UNCOMPLICATED URINARY TRACT INFECTION IN THE ELDERLY diagnose_by_test_or_drug CONTROLLED TRIAL OF NORFLOXACIN AND AMOXYCILLIN IN,diagnosis,0.4866642634,"Hill S, Yeates M, Pathy J et al. A CONTROLLED TRIAL OF NORFLOXACIN AND AMOXYCILLIN IN the TREATMENT OF UNCOMPLICATED URINARY TRACT INFECTION IN THE ELDERLY.",TREATMENT OF UNCOMPLICATED URINARY TRACT INFECTION IN THE ELDERLY,CONTROLLED TRIAL OF NORFLOXACIN AND AMOXYCILLIN IN
6155,no_relation,diagnosis,0.4866642634,"Hill S, Yeates M, Pathy J et al. A CONTROLLED TRIAL OF NORFLOXACIN AND AMOXYCILLIN IN the TREATMENT OF UNCOMPLICATED URINARY TRACT INFECTION IN THE ELDERLY.",TREATMENT OF UNCOMPLICATED URINARY TRACT INFECTION IN THE ELDERLY,CONTROLLED TRIAL OF NORFLOXACIN AND AMOXYCILLIN IN
6156,no_relation,diagnosis,0.4866642634,"Hill S, Yeates M, Pathy J et al. A CONTROLLED TRIAL OF NORFLOXACIN AND AMOXYCILLIN IN the TREATMENT OF UNCOMPLICATED URINARY TRACT INFECTION IN THE ELDERLY.",TREATMENT OF UNCOMPLICATED URINARY TRACT INFECTION IN THE ELDERLY,CONTROLLED TRIAL OF NORFLOXACIN AND AMOXYCILLIN IN
6157,TREATMENT OF UNCOMPLICATED URINARY TRACT INFECTION IN THE ELDERLY diagnose_by_test_or_drug CONTROLLED TRIAL OF NORFLOXACIN AND AMOXYCILLIN IN,diagnosis,0.4866642634,"Hill S, Yeates M, Pathy J et al. A CONTROLLED TRIAL OF NORFLOXACIN AND AMOXYCILLIN IN the TREATMENT OF UNCOMPLICATED URINARY TRACT INFECTION IN THE ELDERLY.",TREATMENT OF UNCOMPLICATED URINARY TRACT INFECTION IN THE ELDERLY,CONTROLLED TRIAL OF NORFLOXACIN AND AMOXYCILLIN IN
6158,no_relation,causes,0.6666666667,"The incidence rates per year and per 100,000 persons by type of epileptic syndrome were 1.7 for idiopathic and 13.6 for symptomatic localization related epilepsies, 5.6 for idiopathic and 1.1 for symptomatic generalized epilepsies, 1.9 for undermined EPILEPSIES 29.0 for situation related seizures, 18.3 for isolated SEIZURES and 0.3 for television epilepsies.",SEIZURES,EPILEPSIES
6159,EPILEPSIES causes SEIZURES,causes,0.6666666667,"The incidence rates per year and per 100,000 persons by type of epileptic syndrome were 1.7 for idiopathic and 13.6 for symptomatic localization related epilepsies, 5.6 for idiopathic and 1.1 for symptomatic generalized epilepsies, 1.9 for undermined EPILEPSIES 29.0 for situation related seizures, 18.3 for isolated SEIZURES and 0.3 for television epilepsies.",SEIZURES,EPILEPSIES
6160,EPILEPSIES causes SEIZURES,causes,0.6666666667,"The incidence rates per year and per 100,000 persons by type of epileptic syndrome were 1.7 for idiopathic and 13.6 for symptomatic localization related epilepsies, 5.6 for idiopathic and 1.1 for symptomatic generalized epilepsies, 1.9 for undermined EPILEPSIES 29.0 for situation related seizures, 18.3 for isolated SEIZURES and 0.3 for television epilepsies.",SEIZURES,EPILEPSIES
6161,EPILEPSIES causes SEIZURES,causes,0.6666666667,"The incidence rates per year and per 100,000 persons by type of epileptic syndrome were 1.7 for idiopathic and 13.6 for symptomatic localization related epilepsies, 5.6 for idiopathic and 1.1 for symptomatic generalized epilepsies, 1.9 for undermined EPILEPSIES 29.0 for situation related seizures, 18.3 for isolated SEIZURES and 0.3 for television epilepsies.",SEIZURES,EPILEPSIES
6162,SEIZURES causes EPILEPSIES,causes,0.6666666667,"The incidence rates per year and per 100,000 persons by type of epileptic syndrome were 1.7 for idiopathic and 13.6 for symptomatic localization related epilepsies, 5.6 for idiopathic and 1.1 for symptomatic generalized epilepsies, 1.9 for undermined EPILEPSIES 29.0 for situation related seizures, 18.3 for isolated SEIZURES and 0.3 for television epilepsies.",SEIZURES,EPILEPSIES
6163,SEIZURES causes EPILEPSIES,causes,0.6666666667,"The incidence rates per year and per 100,000 persons by type of epileptic syndrome were 1.7 for idiopathic and 13.6 for symptomatic localization related epilepsies, 5.6 for idiopathic and 1.1 for symptomatic generalized epilepsies, 1.9 for undermined EPILEPSIES 29.0 for situation related seizures, 18.3 for isolated SEIZURES and 0.3 for television epilepsies.",SEIZURES,EPILEPSIES
6164,no_relation,causes,0.6666666667,"The incidence rates per year and per 100,000 persons by type of epileptic syndrome were 1.7 for idiopathic and 13.6 for symptomatic localization related epilepsies, 5.6 for idiopathic and 1.1 for symptomatic generalized epilepsies, 1.9 for undermined EPILEPSIES 29.0 for situation related seizures, 18.3 for isolated SEIZURES and 0.3 for television epilepsies.",SEIZURES,EPILEPSIES
6165,CONGENITAL MALFORMATION OR NON UNION FRACTURES causes SEGMENTAL DEFECTS IN BONES,causes,0.9878783399,"Large SEGMENTAL DEFECTS IN BONES can result from tumor removal, massive trauma, CONGENITAL MALFORMATION OR NON UNION FRACTURES",SEGMENTAL DEFECTS IN BONES,CONGENITAL MALFORMATION OR NON UNION FRACTURES
6166,CONGENITAL MALFORMATION OR NON UNION FRACTURES causes SEGMENTAL DEFECTS IN BONES,causes,0.9878783399,"Large SEGMENTAL DEFECTS IN BONES can result from tumor removal, massive trauma, CONGENITAL MALFORMATION OR NON UNION FRACTURES",SEGMENTAL DEFECTS IN BONES,CONGENITAL MALFORMATION OR NON UNION FRACTURES
6167,CONGENITAL MALFORMATION OR NON UNION FRACTURES causes SEGMENTAL DEFECTS IN BONES,causes,0.9878783399,"Large SEGMENTAL DEFECTS IN BONES can result from tumor removal, massive trauma, CONGENITAL MALFORMATION OR NON UNION FRACTURES",SEGMENTAL DEFECTS IN BONES,CONGENITAL MALFORMATION OR NON UNION FRACTURES
6168,CONGENITAL MALFORMATION OR NON UNION FRACTURES causes SEGMENTAL DEFECTS IN BONES,causes,0.9878783399,"Large SEGMENTAL DEFECTS IN BONES can result from tumor removal, massive trauma, CONGENITAL MALFORMATION OR NON UNION FRACTURES",SEGMENTAL DEFECTS IN BONES,CONGENITAL MALFORMATION OR NON UNION FRACTURES
6169,CONGENITAL MALFORMATION OR NON UNION FRACTURES causes SEGMENTAL DEFECTS IN BONES,causes,0.9878783399,"Large SEGMENTAL DEFECTS IN BONES can result from tumor removal, massive trauma, CONGENITAL MALFORMATION OR NON UNION FRACTURES",SEGMENTAL DEFECTS IN BONES,CONGENITAL MALFORMATION OR NON UNION FRACTURES
6170,SEGMENTAL DEFECTS IN BONES causes CONGENITAL MALFORMATION OR NON UNION FRACTURES,causes,0.9878783399,"Large SEGMENTAL DEFECTS IN BONES can result from tumor removal, massive trauma, CONGENITAL MALFORMATION OR NON UNION FRACTURES",SEGMENTAL DEFECTS IN BONES,CONGENITAL MALFORMATION OR NON UNION FRACTURES
6171,CONGENITAL MALFORMATION OR NON UNION FRACTURES causes SEGMENTAL DEFECTS IN BONES,causes,0.9878783399,"Large SEGMENTAL DEFECTS IN BONES can result from tumor removal, massive trauma, CONGENITAL MALFORMATION OR NON UNION FRACTURES",SEGMENTAL DEFECTS IN BONES,CONGENITAL MALFORMATION OR NON UNION FRACTURES
6172,LEGIONELLA INFECTION treats LEGIONELLA,treats,0.6708203932,"However, nematodes fed bifidobacteria prior to LEGIONELLA INFECTION were resistant to LEGIONELLA",LEGIONELLA,LEGIONELLA INFECTION
6173,no_relation,treats,0.6708203932,"However, nematodes fed bifidobacteria prior to LEGIONELLA INFECTION were resistant to LEGIONELLA",LEGIONELLA,LEGIONELLA INFECTION
6174,no_relation,treats,0.6708203932,"However, nematodes fed bifidobacteria prior to LEGIONELLA INFECTION were resistant to LEGIONELLA",LEGIONELLA,LEGIONELLA INFECTION
6175,no_relation,treats,0.6708203932,"However, nematodes fed bifidobacteria prior to LEGIONELLA INFECTION were resistant to LEGIONELLA",LEGIONELLA,LEGIONELLA INFECTION
6176,no_relation,treats,0.6708203932,"However, nematodes fed bifidobacteria prior to LEGIONELLA INFECTION were resistant to LEGIONELLA",LEGIONELLA,LEGIONELLA INFECTION
6177,LEGIONELLA INFECTION treats LEGIONELLA,treats,0.6708203932,"However, nematodes fed bifidobacteria prior to LEGIONELLA INFECTION were resistant to LEGIONELLA",LEGIONELLA,LEGIONELLA INFECTION
6178,LEGIONELLA treats LEGIONELLA INFECTION,treats,0.6708203932,"However, nematodes fed bifidobacteria prior to LEGIONELLA INFECTION were resistant to LEGIONELLA",LEGIONELLA,LEGIONELLA INFECTION
6179,HAEMOPHILIA A causes VIII (FVIII) GENE,causes,0.9918365981,"In its most severe form, HAEMOPHILIA A is a life threatening haemorrhagic bleeding disorder that is caused by mutations in the factor VIII (FVIII) GENE.",HAEMOPHILIA A,VIII (FVIII) GENE
6180,VIII (FVIII) GENE causes HAEMOPHILIA A,causes,0.9918365981,"In its most severe form, HAEMOPHILIA A is a life threatening haemorrhagic bleeding disorder that is caused by mutations in the factor VIII (FVIII) GENE.",HAEMOPHILIA A,VIII (FVIII) GENE
6181,VIII (FVIII) GENE causes HAEMOPHILIA A,causes,0.9918365981,"In its most severe form, HAEMOPHILIA A is a life threatening haemorrhagic bleeding disorder that is caused by mutations in the factor VIII (FVIII) GENE.",HAEMOPHILIA A,VIII (FVIII) GENE
6182,VIII (FVIII) GENE causes HAEMOPHILIA A,causes,0.9918365981,"In its most severe form, HAEMOPHILIA A is a life threatening haemorrhagic bleeding disorder that is caused by mutations in the factor VIII (FVIII) GENE.",HAEMOPHILIA A,VIII (FVIII) GENE
6183,VIII (FVIII) GENE causes HAEMOPHILIA A,causes,0.9918365981,"In its most severe form, HAEMOPHILIA A is a life threatening haemorrhagic bleeding disorder that is caused by mutations in the factor VIII (FVIII) GENE.",HAEMOPHILIA A,VIII (FVIII) GENE
6184,VIII (FVIII) GENE causes HAEMOPHILIA A,causes,0.9918365981,"In its most severe form, HAEMOPHILIA A is a life threatening haemorrhagic bleeding disorder that is caused by mutations in the factor VIII (FVIII) GENE.",HAEMOPHILIA A,VIII (FVIII) GENE
6185,VIII (FVIII) GENE causes HAEMOPHILIA A,causes,0.9918365981,"In its most severe form, HAEMOPHILIA A is a life threatening haemorrhagic bleeding disorder that is caused by mutations in the factor VIII (FVIII) GENE.",HAEMOPHILIA A,VIII (FVIII) GENE
6186,EPIDERMAL NEVUS SYNDROME causes DISTINCTIVE SKIN LESIONS,causes,0.9761870602,The EPIDERMAL NEVUS SYNDROME is a neurocutaneous disorder characterized by DISTINCTIVE SKIN LESIONS and often serious somatic and central nervous system (CNS) abnormalities.,DISTINCTIVE SKIN LESIONS,EPIDERMAL NEVUS SYNDROME
6187,DISTINCTIVE SKIN LESIONS causes EPIDERMAL NEVUS SYNDROME,causes,0.9761870602,The EPIDERMAL NEVUS SYNDROME is a neurocutaneous disorder characterized by DISTINCTIVE SKIN LESIONS and often serious somatic and central nervous system (CNS) abnormalities.,DISTINCTIVE SKIN LESIONS,EPIDERMAL NEVUS SYNDROME
6188,EPIDERMAL NEVUS SYNDROME causes DISTINCTIVE SKIN LESIONS,causes,0.9761870602,The EPIDERMAL NEVUS SYNDROME is a neurocutaneous disorder characterized by DISTINCTIVE SKIN LESIONS and often serious somatic and central nervous system (CNS) abnormalities.,DISTINCTIVE SKIN LESIONS,EPIDERMAL NEVUS SYNDROME
6189,DISTINCTIVE SKIN LESIONS causes EPIDERMAL NEVUS SYNDROME,causes,0.9761870602,The EPIDERMAL NEVUS SYNDROME is a neurocutaneous disorder characterized by DISTINCTIVE SKIN LESIONS and often serious somatic and central nervous system (CNS) abnormalities.,DISTINCTIVE SKIN LESIONS,EPIDERMAL NEVUS SYNDROME
6190,EPIDERMAL NEVUS SYNDROME causes DISTINCTIVE SKIN LESIONS,causes,0.9761870602,The EPIDERMAL NEVUS SYNDROME is a neurocutaneous disorder characterized by DISTINCTIVE SKIN LESIONS and often serious somatic and central nervous system (CNS) abnormalities.,DISTINCTIVE SKIN LESIONS,EPIDERMAL NEVUS SYNDROME
6191,no_relation,causes,0.9761870602,The EPIDERMAL NEVUS SYNDROME is a neurocutaneous disorder characterized by DISTINCTIVE SKIN LESIONS and often serious somatic and central nervous system (CNS) abnormalities.,DISTINCTIVE SKIN LESIONS,EPIDERMAL NEVUS SYNDROME
6192,EPIDERMAL NEVUS SYNDROME causes DISTINCTIVE SKIN LESIONS,causes,0.9761870602,The EPIDERMAL NEVUS SYNDROME is a neurocutaneous disorder characterized by DISTINCTIVE SKIN LESIONS and often serious somatic and central nervous system (CNS) abnormalities.,DISTINCTIVE SKIN LESIONS,EPIDERMAL NEVUS SYNDROME
6193,TUBERCULOSIS diagnose_by_test_or_drug N PURIFIED PROTEIN DERIVATIV,diagnosis,0.9615239476,"In contemporary skin tests for TUBERCULOSIS Koch's, or old, tuberculin has been replaced by tuberculiN PURIFIED PROTEIN DERIVATIVe.",TUBERCULOSIS,N PURIFIED PROTEIN DERIVATIV
6194,TUBERCULOSIS diagnose_by_test_or_drug N PURIFIED PROTEIN DERIVATIV,diagnosis,0.9615239476,"In contemporary skin tests for TUBERCULOSIS Koch's, or old, tuberculin has been replaced by tuberculiN PURIFIED PROTEIN DERIVATIVe.",TUBERCULOSIS,N PURIFIED PROTEIN DERIVATIV
6195,TUBERCULOSIS diagnose_by_test_or_drug N PURIFIED PROTEIN DERIVATIV,diagnosis,0.9615239476,"In contemporary skin tests for TUBERCULOSIS Koch's, or old, tuberculin has been replaced by tuberculiN PURIFIED PROTEIN DERIVATIVe.",TUBERCULOSIS,N PURIFIED PROTEIN DERIVATIV
6196,N PURIFIED PROTEIN DERIVATIV diagnose_by_test_or_drug TUBERCULOSIS,diagnosis,0.9615239476,"In contemporary skin tests for TUBERCULOSIS Koch's, or old, tuberculin has been replaced by tuberculiN PURIFIED PROTEIN DERIVATIVe.",TUBERCULOSIS,N PURIFIED PROTEIN DERIVATIV
6197,no_relation,diagnosis,0.9615239476,"In contemporary skin tests for TUBERCULOSIS Koch's, or old, tuberculin has been replaced by tuberculiN PURIFIED PROTEIN DERIVATIVe.",TUBERCULOSIS,N PURIFIED PROTEIN DERIVATIV
6198,no_relation,diagnosis,0.9615239476,"In contemporary skin tests for TUBERCULOSIS Koch's, or old, tuberculin has been replaced by tuberculiN PURIFIED PROTEIN DERIVATIVe.",TUBERCULOSIS,N PURIFIED PROTEIN DERIVATIV
6199,N PURIFIED PROTEIN DERIVATIV diagnose_by_test_or_drug TUBERCULOSIS,diagnosis,0.9615239476,"In contemporary skin tests for TUBERCULOSIS Koch's, or old, tuberculin has been replaced by tuberculiN PURIFIED PROTEIN DERIVATIVe.",TUBERCULOSIS,N PURIFIED PROTEIN DERIVATIV
6200,MYASTHENIA GRAVIS treats (EDROPHONIUM CHLORIDE),treats,0.9761870602,Orbicularis oculi fatiguability following maximal voluntary contraction and its recovery after administration of Tensilon (EDROPHONIUM CHLORIDE) were studied in 13 patients with MYASTHENIA GRAVIS (MG) and 8 normal controls.,MYASTHENIA GRAVIS,(EDROPHONIUM CHLORIDE)
6201,(EDROPHONIUM CHLORIDE) treats MYASTHENIA GRAVIS,treats,0.9761870602,Orbicularis oculi fatiguability following maximal voluntary contraction and its recovery after administration of Tensilon (EDROPHONIUM CHLORIDE) were studied in 13 patients with MYASTHENIA GRAVIS (MG) and 8 normal controls.,MYASTHENIA GRAVIS,(EDROPHONIUM CHLORIDE)
6202,(EDROPHONIUM CHLORIDE) treats MYASTHENIA GRAVIS,treats,0.9761870602,Orbicularis oculi fatiguability following maximal voluntary contraction and its recovery after administration of Tensilon (EDROPHONIUM CHLORIDE) were studied in 13 patients with MYASTHENIA GRAVIS (MG) and 8 normal controls.,MYASTHENIA GRAVIS,(EDROPHONIUM CHLORIDE)
6203,(EDROPHONIUM CHLORIDE) treats MYASTHENIA GRAVIS,treats,0.9761870602,Orbicularis oculi fatiguability following maximal voluntary contraction and its recovery after administration of Tensilon (EDROPHONIUM CHLORIDE) were studied in 13 patients with MYASTHENIA GRAVIS (MG) and 8 normal controls.,MYASTHENIA GRAVIS,(EDROPHONIUM CHLORIDE)
6204,no_relation,treats,0.9761870602,Orbicularis oculi fatiguability following maximal voluntary contraction and its recovery after administration of Tensilon (EDROPHONIUM CHLORIDE) were studied in 13 patients with MYASTHENIA GRAVIS (MG) and 8 normal controls.,MYASTHENIA GRAVIS,(EDROPHONIUM CHLORIDE)
6205,MYASTHENIA GRAVIS treats (EDROPHONIUM CHLORIDE),treats,0.9761870602,Orbicularis oculi fatiguability following maximal voluntary contraction and its recovery after administration of Tensilon (EDROPHONIUM CHLORIDE) were studied in 13 patients with MYASTHENIA GRAVIS (MG) and 8 normal controls.,MYASTHENIA GRAVIS,(EDROPHONIUM CHLORIDE)
6206,(EDROPHONIUM CHLORIDE) treats MYASTHENIA GRAVIS,treats,0.9761870602,Orbicularis oculi fatiguability following maximal voluntary contraction and its recovery after administration of Tensilon (EDROPHONIUM CHLORIDE) were studied in 13 patients with MYASTHENIA GRAVIS (MG) and 8 normal controls.,MYASTHENIA GRAVIS,(EDROPHONIUM CHLORIDE)
6207,ALLERGIC REACTIONS causes ALLERGIES TO BEE AND,causes,0.4,"In Switzerland, unlike other countries, ALLERGIC REACTIONS to ants are a rare phenomenon when compared to the well known ALLERGIES TO BEE AND wasp venom.",ALLERGIC REACTIONS,ALLERGIES TO BEE AND
6208,ALLERGIES TO BEE AND causes ALLERGIC REACTIONS,causes,0.4,"In Switzerland, unlike other countries, ALLERGIC REACTIONS to ants are a rare phenomenon when compared to the well known ALLERGIES TO BEE AND wasp venom.",ALLERGIC REACTIONS,ALLERGIES TO BEE AND
6209,no_relation,causes,0.4,"In Switzerland, unlike other countries, ALLERGIC REACTIONS to ants are a rare phenomenon when compared to the well known ALLERGIES TO BEE AND wasp venom.",ALLERGIC REACTIONS,ALLERGIES TO BEE AND
6210,no_relation,causes,0.4,"In Switzerland, unlike other countries, ALLERGIC REACTIONS to ants are a rare phenomenon when compared to the well known ALLERGIES TO BEE AND wasp venom.",ALLERGIC REACTIONS,ALLERGIES TO BEE AND
6211,ALLERGIES TO BEE AND causes ALLERGIC REACTIONS,causes,0.4,"In Switzerland, unlike other countries, ALLERGIC REACTIONS to ants are a rare phenomenon when compared to the well known ALLERGIES TO BEE AND wasp venom.",ALLERGIC REACTIONS,ALLERGIES TO BEE AND
6212,ALLERGIC REACTIONS causes ALLERGIES TO BEE AND,causes,0.4,"In Switzerland, unlike other countries, ALLERGIC REACTIONS to ants are a rare phenomenon when compared to the well known ALLERGIES TO BEE AND wasp venom.",ALLERGIC REACTIONS,ALLERGIES TO BEE AND
6213,ALLERGIC REACTIONS causes ALLERGIES TO BEE AND,causes,0.4,"In Switzerland, unlike other countries, ALLERGIC REACTIONS to ants are a rare phenomenon when compared to the well known ALLERGIES TO BEE AND wasp venom.",ALLERGIC REACTIONS,ALLERGIES TO BEE AND
6214,MYELOFIBROSIS causes ACUTE MEGAKARYOCYTIC MYELOSIS,causes,0.3849001795000001,"There was a severe, apparently neoplastic proliferation of megakaryocytes so different from that seen in acute granulocytic leukemia or MYELOFIBROSIS that a diagnosis of ACUTE MEGAKARYOCYTIC MYELOSIS was warranted.",MYELOFIBROSIS,ACUTE MEGAKARYOCYTIC MYELOSIS
6215,no_relation,causes,0.3849001795000001,"There was a severe, apparently neoplastic proliferation of megakaryocytes so different from that seen in acute granulocytic leukemia or MYELOFIBROSIS that a diagnosis of ACUTE MEGAKARYOCYTIC MYELOSIS was warranted.",MYELOFIBROSIS,ACUTE MEGAKARYOCYTIC MYELOSIS
6216,no_relation,causes,0.3849001795000001,"There was a severe, apparently neoplastic proliferation of megakaryocytes so different from that seen in acute granulocytic leukemia or MYELOFIBROSIS that a diagnosis of ACUTE MEGAKARYOCYTIC MYELOSIS was warranted.",MYELOFIBROSIS,ACUTE MEGAKARYOCYTIC MYELOSIS
6217,no_relation,causes,0.3849001795000001,"There was a severe, apparently neoplastic proliferation of megakaryocytes so different from that seen in acute granulocytic leukemia or MYELOFIBROSIS that a diagnosis of ACUTE MEGAKARYOCYTIC MYELOSIS was warranted.",MYELOFIBROSIS,ACUTE MEGAKARYOCYTIC MYELOSIS
6218,MYELOFIBROSIS causes ACUTE MEGAKARYOCYTIC MYELOSIS,causes,0.3849001795000001,"There was a severe, apparently neoplastic proliferation of megakaryocytes so different from that seen in acute granulocytic leukemia or MYELOFIBROSIS that a diagnosis of ACUTE MEGAKARYOCYTIC MYELOSIS was warranted.",MYELOFIBROSIS,ACUTE MEGAKARYOCYTIC MYELOSIS
6219,no_relation,causes,0.3849001795000001,"There was a severe, apparently neoplastic proliferation of megakaryocytes so different from that seen in acute granulocytic leukemia or MYELOFIBROSIS that a diagnosis of ACUTE MEGAKARYOCYTIC MYELOSIS was warranted.",MYELOFIBROSIS,ACUTE MEGAKARYOCYTIC MYELOSIS
6220,MYELOFIBROSIS causes ACUTE MEGAKARYOCYTIC MYELOSIS,causes,0.3849001795000001,"There was a severe, apparently neoplastic proliferation of megakaryocytes so different from that seen in acute granulocytic leukemia or MYELOFIBROSIS that a diagnosis of ACUTE MEGAKARYOCYTIC MYELOSIS was warranted.",MYELOFIBROSIS,ACUTE MEGAKARYOCYTIC MYELOSIS
6221,DEPRESSION diagnose_by_test_or_drug DEXAMETHASONE,diagnosis,0.990147543,"The DEXAMETHASONE suppression test for the detection, diagnosis, and managemnt of DEPRESSION",DEPRESSION,DEXAMETHASONE
6222,DEPRESSION diagnose_by_test_or_drug DEXAMETHASONE,diagnosis,0.990147543,"The DEXAMETHASONE suppression test for the detection, diagnosis, and managemnt of DEPRESSION",DEPRESSION,DEXAMETHASONE
6223,DEXAMETHASONE diagnose_by_test_or_drug DEPRESSION,diagnosis,0.990147543,"The DEXAMETHASONE suppression test for the detection, diagnosis, and managemnt of DEPRESSION",DEPRESSION,DEXAMETHASONE
6224,DEXAMETHASONE diagnose_by_test_or_drug DEPRESSION,diagnosis,0.990147543,"The DEXAMETHASONE suppression test for the detection, diagnosis, and managemnt of DEPRESSION",DEPRESSION,DEXAMETHASONE
6225,DEPRESSION diagnose_by_test_or_drug DEXAMETHASONE,diagnosis,0.990147543,"The DEXAMETHASONE suppression test for the detection, diagnosis, and managemnt of DEPRESSION",DEPRESSION,DEXAMETHASONE
6226,DEPRESSION diagnose_by_test_or_drug DEXAMETHASONE,diagnosis,0.990147543,"The DEXAMETHASONE suppression test for the detection, diagnosis, and managemnt of DEPRESSION",DEPRESSION,DEXAMETHASONE
6227,DEXAMETHASONE diagnose_by_test_or_drug DEPRESSION,diagnosis,0.990147543,"The DEXAMETHASONE suppression test for the detection, diagnosis, and managemnt of DEPRESSION",DEPRESSION,DEXAMETHASONE
6228,no_relation,causes,0.914991422,Of those patients with HEPATOMA 56% had evidence of HEPATOMEGALY,HEPATOMEGALY,HEPATOMA
6229,HEPATOMA causes HEPATOMEGALY,causes,0.914991422,Of those patients with HEPATOMA 56% had evidence of HEPATOMEGALY,HEPATOMEGALY,HEPATOMA
6230,HEPATOMEGALY causes HEPATOMA,causes,0.914991422,Of those patients with HEPATOMA 56% had evidence of HEPATOMEGALY,HEPATOMEGALY,HEPATOMA
6231,no_relation,causes,0.914991422,Of those patients with HEPATOMA 56% had evidence of HEPATOMEGALY,HEPATOMEGALY,HEPATOMA
6232,no_relation,causes,0.914991422,Of those patients with HEPATOMA 56% had evidence of HEPATOMEGALY,HEPATOMEGALY,HEPATOMA
6233,no_relation,causes,0.914991422,Of those patients with HEPATOMA 56% had evidence of HEPATOMEGALY,HEPATOMEGALY,HEPATOMA
6234,no_relation,causes,0.914991422,Of those patients with HEPATOMA 56% had evidence of HEPATOMEGALY,HEPATOMEGALY,HEPATOMA
6235,no_relation,treats,0.4,"Eighteen children with steroid resistant NEPHROTIC SYNDROME RECEIVED CYCLOSPORINE A (CsA), including 7 patients with minimal change DISEASE 4 WITH FOCAL SEGMENTAL GLOMERULOSCLEROSIS AND 7 WITH mesangial hypercellurarity.",DISEASE 4 WITH FOCAL SEGMENTAL GLOMERULOSCLEROSIS AND 7 WITH,NEPHROTIC SYNDROME RECEIVED CYCLOSPORINE A
6236,NEPHROTIC SYNDROME RECEIVED CYCLOSPORINE A treats DISEASE 4 WITH FOCAL SEGMENTAL GLOMERULOSCLEROSIS AND 7 WITH,treats,0.4,"Eighteen children with steroid resistant NEPHROTIC SYNDROME RECEIVED CYCLOSPORINE A (CsA), including 7 patients with minimal change DISEASE 4 WITH FOCAL SEGMENTAL GLOMERULOSCLEROSIS AND 7 WITH mesangial hypercellurarity.",DISEASE 4 WITH FOCAL SEGMENTAL GLOMERULOSCLEROSIS AND 7 WITH,NEPHROTIC SYNDROME RECEIVED CYCLOSPORINE A
6237,NEPHROTIC SYNDROME RECEIVED CYCLOSPORINE A treats DISEASE 4 WITH FOCAL SEGMENTAL GLOMERULOSCLEROSIS AND 7 WITH,treats,0.4,"Eighteen children with steroid resistant NEPHROTIC SYNDROME RECEIVED CYCLOSPORINE A (CsA), including 7 patients with minimal change DISEASE 4 WITH FOCAL SEGMENTAL GLOMERULOSCLEROSIS AND 7 WITH mesangial hypercellurarity.",DISEASE 4 WITH FOCAL SEGMENTAL GLOMERULOSCLEROSIS AND 7 WITH,NEPHROTIC SYNDROME RECEIVED CYCLOSPORINE A
6238,NEPHROTIC SYNDROME RECEIVED CYCLOSPORINE A treats DISEASE 4 WITH FOCAL SEGMENTAL GLOMERULOSCLEROSIS AND 7 WITH,treats,0.4,"Eighteen children with steroid resistant NEPHROTIC SYNDROME RECEIVED CYCLOSPORINE A (CsA), including 7 patients with minimal change DISEASE 4 WITH FOCAL SEGMENTAL GLOMERULOSCLEROSIS AND 7 WITH mesangial hypercellurarity.",DISEASE 4 WITH FOCAL SEGMENTAL GLOMERULOSCLEROSIS AND 7 WITH,NEPHROTIC SYNDROME RECEIVED CYCLOSPORINE A
